Year,State,State Name,Population,Total Arrests,Arrests per Capita,Larceny - Theft,Vehicle Theft,Arson,Burglary,Embezzlement,Forgery and Counterfeiting,Fraud,Vandalism,Dealing in Stolen Property,Larceny - Theft (%),Vehicle Theft (%),Burglary (%),Vandalism (%),Fraud (%),Dealing in Stolen Property (%),Forgery and Counterfeiting (%),Embezzlement (%),Arson (%)
2015,CA,California,39368078.0,173603,440.97402977102416,65064,17334,1187,44175,972,4867,6522,17154,16328,6.834561468930708,27.79666452854394,25.05828497523952,11.043158057372406,5.961935755160246,22.64224203680335,10.797320081639898,7.501736513081732,16.555090655509066
2016,CA,California,39368078.0,161335,409.8117261401484,54720,18521,1305,40808,955,5000,6324,17202,16500,6.1948175008122774,26.202535227208422,23.575629426785447,10.57881531043983,5.8348095659876,20.89506876377175,10.549413452612034,7.055260047281324,15.932120620192894
2017,CA,California,39368078.0,153175,389.0842727958424,47080,19541,1573,38214,997,4449,6936,16962,17423,5.504417681012682,23.788133323594575,21.16954917624118,10.439567202944398,6.051194360593953,21.017648407059365,9.242178736133615,6.9906044033094945,20.33613445378151
2018,CA,California,39368078.0,141270,358.84403602329786,42468,18020,1529,35230,921,4118,6105,16652,16227,5.656690513708164,24.136083578890972,23.61877434450024,11.148603411799362,6.002536698555655,20.59629883481837,9.721894329288446,7.523895106608937,20.14758202661747
2019,CA,California,39368078.0,134707,342.1731688298321,40497,15240,1575,33741,988,3824,6863,16811,15168,5.5040073500930315,21.42254709024459,23.044770003073456,11.531522879896833,6.826614146598629,20.81486462378724,9.990855649902025,8.337552742616033,21.808363334256438
2020,CA,California,39368078.0,113589,288.53072278509507,28350,16369,2051,26220,680,2753,5042,17493,14631,5.578786835243765,24.396750875624114,21.802398097487153,13.333079268292684,7.773906071725924,22.28399104436694,11.20608946961371,9.15701589011581,28.0958904109589
2010,CO,Colorado,5807719.0,33249,572.4967065383156,20246,1026,229,2624,114,805,2013,5498,694,1.9723831290417486,1.794961511546536,1.1234367574464077,2.714364706347012,1.3236541534334128,0.9121017768899169,1.2942954530837996,0.8515724210054529,2.5181438310974267
2011,CO,Colorado,5807719.0,33490,576.6463563405874,20781,1158,247,2600,124,746,1809,5343,682,2.0275471664977127,2.192060877960134,1.103963654119695,2.800916339464979,1.3704753102319733,0.9171350958823054,1.3297682709447416,0.9643051559219225,2.6659471127900702
2012,CO,Colorado,5807719.0,32964,567.5894443240109,20952,1041,238,2282,116,702,1657,5174,802,1.9988704359506657,1.8605565584171864,0.9878916176400558,2.800677705544519,1.328235218673849,1.0082850353905533,1.2894219642561944,0.9039195823268138,2.5373134328358207
2013,CO,Colorado,5807719.0,37148,639.6314973227871,24869,1345,197,2439,90,649,1769,5144,646,2.418455296649522,1.8402977314396738,1.1846706819506507,3.139744254890591,1.5366307048174979,0.854633010530772,1.3126226159415892,0.6985950477373283,2.3138360347662674
2014,CO,Colorado,5807719.0,40619,699.3967855538465,27892,1572,226,2686,92,587,1948,5297,319,2.762341751153534,2.8551190541055957,1.3986815109509576,3.3170310161499397,1.7199060585191854,0.4449093444909344,1.2803454969790826,0.7050889025137952,2.9783869267264103
2015,CO,Colorado,5807719.0,40513,697.5716283794034,26987,2172,185,2433,104,594,2191,5419,428,2.8348135737432836,3.4830019243104555,1.380120143627793,3.4885667198846373,2.0028520759822293,0.5935129588285053,1.317774425414855,0.8026549355560701,2.580195258019526
2016,CO,Colorado,5807719.0,41052,706.8523804268078,25805,2695,243,2667,109,738,2610,5649,536,2.9213681580493573,3.8127440439137574,1.5407813095774552,3.473998819246286,2.408104517271922,0.6787731428716156,1.5570934256055362,0.8052600472813238,2.9666707361738496
2017,CO,Colorado,5807719.0,38158,657.0221458717269,22611,2879,287,2511,128,779,2643,5792,528,2.643593631804965,3.5047354709906755,1.3910278427158005,3.5647903100727483,2.3058400656069513,0.6369349916161019,1.6182641572146745,0.897489833122984,3.7104072398190047
2018,CO,Colorado,5807719.0,37361,643.2990301355834,22069,2757,232,2504,117,781,2803,5490,608,2.9395663310498605,3.692740423252076,1.678722990594056,3.675584478187515,2.75595583391507,0.7717107100246237,1.8438075452098777,0.9558042643574871,3.057056265647648
2019,CO,Colorado,5807719.0,38290,659.2949831078259,22037,3175,223,2690,74,801,3010,5642,638,2.9950813634096387,4.463030643800956,1.8372434518321208,3.870135749710186,2.994041757432883,0.8755197540859875,2.092749836708034,0.6244725738396625,3.0877873165328165
2020,CO,Colorado,5807719.0,31484,542.1061177374456,15939,3550,306,2806,45,529,1989,5593,727,3.136517931814828,5.291005291005291,2.333239094643362,4.262957317073171,3.066699559036665,1.107269598062659,2.1532950706231935,0.6059789927282521,4.191780821917808
2010,CT,Connecticut,3557006.0,23475,659.9651504664316,14233,656,154,2950,184,788,1413,2631,466,1.3865913798108866,1.1476557032890133,1.2630100741108623,1.2989257079663494,0.929122364034482,0.6124487435600883,1.2669625056273714,1.3744677672368717,1.6934242357598415
2011,CT,Connecticut,3557006.0,23269,654.17376299056,14383,623,171,2889,167,918,1319,2354,445,1.4033112408323276,1.1793211804569632,1.2266734602891536,1.2340177920832045,0.9992575645085532,0.598423926198865,1.6363636363636365,1.2987012987012987,1.8456556934700485
2012,CT,Connecticut,3557006.0,21007,590.580954881718,12950,585,118,2716,167,620,1189,2213,449,1.23546067895958,1.0455577201479866,1.1757728455347904,1.1978932667897217,0.9530909324099012,0.5644887542273795,1.1388057234171518,1.301332502142913,1.2579957356076759
2013,CT,Connecticut,3557006.0,19458,547.0330946869361,12344,574,400,2087,184,578,1020,1953,318,1.2004267233037798,0.7853761322277865,1.0136972993977074,1.1920529801324504,0.8860165737217908,0.42070169868233054,1.1690229152761766,1.4282387642629821,4.6981442330279535
2014,CT,Connecticut,3557006.0,21345,600.0833285071772,13910,581,284,2407,165,686,977,2049,286,1.377605541321729,1.0552316605822845,1.253397765025672,1.283102992654564,0.8626017552224048,0.39888423988842403,1.496281108905708,1.264561618638872,3.742751713231418
2015,CT,Connecticut,3557006.0,18481,519.5661744737006,12414,596,76,1877,159,594,842,1695,228,1.3040121430484723,0.9557408595253367,1.0647289394119883,1.0911829839831075,0.7696948644349781,0.3161704547030355,1.317774425414855,1.2271359110905302,1.0599721059972107
2016,CT,Connecticut,3557006.0,19304,542.7036108457506,12248,870,98,1965,167,565,929,2090,372,1.386588537097017,1.2308301737309715,1.1352213248292835,1.2852996162550427,0.8571375848833777,0.4710888230377631,1.19208372014516,1.2337470449172576,1.1964351117079723
2017,CT,Connecticut,3557006.0,18964,533.1450101574189,11248,930,75,2040,147,676,944,2208,696,1.3150741307568108,1.1321305967423856,1.1301062521466478,1.3589532121271803,0.8235766257786462,0.8395961253121343,1.4042959823839793,1.0307109802271772,0.9696186166774402
2018,CT,Connecticut,3557006.0,16850,473.7130047011448,10140,817,82,1681,147,600,979,1707,697,1.3506367572996323,1.0942941334047682,1.1269701865769204,1.1428456656222383,0.9625689480566727,0.884674942248623,1.4164974739128382,1.2008822808594068,1.0805112663064962
2019,CT,Connecticut,3557006.0,15525,436.4625755480874,9791,660,62,1474,134,474,866,1714,350,1.3307093356238948,0.9277481023334271,1.0067274527883072,1.1757200771008967,0.8614086916733809,0.48030080553306526,1.2384062704114958,1.130801687763713,0.8584879534754916
2020,CT,Connecticut,3557006.0,11592,325.89205640923853,6919,667,67,1146,75,294,563,1529,332,1.361538839966547,0.9941128250987407,0.9529194591807887,1.1653963414634145,0.8680502019797096,0.5056581933381056,1.196727317132739,1.0099649878804202,0.9178082191780823
2010,DE,Delaware,986809.0,10985,1113.1840102795982,5851,121,44,1178,185,489,1698,959,460,0.57000956673038,0.21168649405178447,0.5043477516279986,0.4734586674039259,1.1165249639989743,0.6045631374198297,0.7862241944819601,1.3819377007544633,0.48383549593138336
2011,DE,Delaware,986809.0,11427,1157.9748461961738,6300,120,42,1061,188,580,1852,919,365,0.6146743250534425,0.22715656766426257,0.4505020911619218,0.481759707274624,1.4030515613872938,0.4908420967698556,1.033868092691622,1.4620110428493662,0.4533189422558014
2012,DE,Delaware,986809.0,11980,1214.0140594583145,6632,143,35,1244,188,498,1920,932,388,0.6327085114177555,0.2555807760361745,0.5385351324908981,0.504490069881618,1.5390534821085033,0.48779874530116546,0.9147181455834543,1.464973116184836,0.3731343283582089
2013,DE,Delaware,986809.0,11440,1159.292223723132,6532,94,28,1020,203,401,1835,925,402,0.6352225661552405,0.12861560353556084,0.4954342335340975,0.5645924253059481,1.5939611889994962,0.5318304492776631,0.8110349291102886,1.5757199410075293,0.3288700963119568
2014,DE,Delaware,986809.0,11601,1175.607437710844,6813,127,28,1043,204,272,1896,773,445,0.6747395077659913,0.23066165386222054,0.5431216738353868,0.4840598405670952,1.6739948084971128,0.6206415620641562,0.5932776408489105,1.5634580012262416,0.36900369003690037
2015,DE,Delaware,986809.0,10880,1102.5436533310904,6222,110,32,1006,216,315,1714,868,397,0.6535817266028352,0.1763951250801796,0.5706538694983805,0.5587886903229129,1.5668135363913926,0.5505248706890574,0.6988197710533322,1.6670525584626072,0.44630404463040446
2016,DE,Delaware,986809.0,10835,1097.9835003531584,5979,122,26,1063,198,291,1795,890,471,0.6768789078464292,0.17259917378756154,0.6141171848822027,0.547328544721047,1.656148509005019,0.5964592356203936,0.6139758629420203,1.4627659574468086,0.3174215602490539
2017,DE,Delaware,986809.0,9650,977.8994719342852,5045,134,32,954,221,280,1830,751,403,0.5898425488680752,0.16312419350911792,0.5284908649744618,0.4622164231465183,1.596552145312418,0.4861454576160778,0.5816610577921808,1.5495722900014024,0.41370394311570785
2018,DE,Delaware,986809.0,8230,834.001311297323,4538,115,22,704,163,216,1382,763,327,0.6044565685035238,0.15403160996517545,0.47197323697213084,0.510832596877427,1.3588051953159566,0.41504835884548014,0.5099390906086217,1.3315905563270976,0.28989326657003556
2019,DE,Delaware,986809.0,8528,864.1996576845164,4528,200,24,797,164,239,1335,863,378,0.6154071976003469,0.281135788585887,0.5443431342417102,0.5919757447713382,1.327922174808272,0.5187248699757105,0.6244284781188766,1.3839662447257384,0.33231791747438383
2020,DE,Delaware,986809.0,6384,646.9337024692721,3327,159,18,643,92,122,827,850,346,0.654695724897919,0.23697742007601164,0.5346659792785752,0.6478658536585366,1.2750932807055413,0.5269811292017607,0.49660113159929986,1.2388903851333153,0.2465753424657534
2010,DC,District Of Columbia,645634.0,208,32.21639504734881,102,30,1,0,0,5,18,42,10,0.00993692972252585,0.052484254723582924,0.0,0.020735416090682884,0.011835953681967925,0.013142676900431081,0.008039102193067077,0.0,0.010996261271167802
2011,DC,District Of Columbia,645634.0,238,36.86299048687027,169,10,0,0,0,2,17,29,11,0.01648888268794155,0.01892971397202188,0.0,0.015202428194737862,0.012878983014894164,0.014792501546488798,0.0035650623885918006,0.0,0.0
2012,DC,District Of Columbia,645634.0,274,42.438905014296026,218,9,0,0,0,2,4,27,14,0.02079771644889486,0.016085503386892103,0.0,0.014615055672536145,0.003206361421059382,0.01760098565519669,0.003673566849732748,0.0,0.0
2013,DC,District Of Columbia,645634.0,159,24.626955829463757,101,6,0,0,1,13,2,28,8,0.009822026818995605,0.00820950660865282,0.0,0.017090365306558428,0.0017372873994544917,0.010583690532888818,0.026292902938737536,0.0077621671970814245,0.0
2014,DC,District Of Columbia,645634.0,195,30.202870356889505,119,8,1,0,0,12,3,38,14,0.011785410454154257,0.014529867959824916,0.0,0.02379595593990895,0.0026487259628118877,0.019525801952580194,0.026174013566863698,0.0,0.013178703215603585
2015,DC,District Of Columbia,645634.0,157,24.31718280016232,100,7,0,0,4,1,0,31,14,0.010504367190659517,0.011225144323284156,0.0,0.01995673894010403,0.0,0.019413975288782883,0.002218475463661372,0.030871343675233465,0.0
2016,DC,District Of Columbia,645634.0,208,32.21639504734881,123,10,0,0,0,1,9,43,22,0.013924754250729351,0.014147473261275537,0.0,0.026443963396634854,0.008303808680248007,0.027860091685029002,0.002109882690522407,0.0,0.0
2017,DC,District Of Columbia,645634.0,191,29.583324298286648,100,5,0,1,0,2,8,54,21,0.011691626340298815,0.006086723638399922,0.0005539736530130627,0.03323526877484952,0.006979462930327512,0.025332641712004056,0.00415472184137272,0.0,0.0
2018,DC,District Of Columbia,645634.0,142,21.99388508040159,77,9,1,0,0,3,3,35,14,0.010256314626437049,0.012054647736405036,0.0,0.0234326879301572,0.0029496494833197323,0.01776965450714594,0.007082487369564192,0.0,0.013176966662274345
2019,DC,District Of Columbia,645634.0,219,33.92014670850668,127,1,0,0,0,2,2,46,41,0.01726075841326061,0.0014056789429294349,0.0,0.031553747693489634,0.001989396516566699,0.056263808648159074,0.005225342913128674,0.0,0.0
2020,DC,District Of Columbia,645634.0,154,23.852523256210176,73,11,0,1,0,0,2,48,19,0.01436513012249717,0.016394664281988224,0.0008315178526882972,0.036585365853658534,0.0030836596873169077,0.02893827010067472,0.0,0.0,0.0
2017,FL,Florida,21733312.0,113871,523.946833322045,65969,8292,241,16513,1054,2030,11601,6333,1838,7.712848980431724,10.094222481922431,9.147766932204703,3.8977584657615187,10.121093681841183,2.2172093079363546,4.217042668993311,7.390267844622072,3.1157078215901746
2018,FL,Florida,21733312.0,3572,16.435598955189157,2166,209,9,321,18,64,489,210,86,0.28850879845276167,0.27993570854540584,0.2152037060625767,0.1405961275809432,0.48079286578111635,0.10915644911532506,0.15109306388403607,0.14704680990115188,0.1185926999604691
2019,FL,Florida,21733312.0,107224,493.3624474723411,64087,7776,252,13560,1047,1808,11226,5956,1512,8.710159247485299,10.930559460219285,9.261346173547793,4.085524375270093,11.166482647488884,2.074899479902842,4.723709993468321,8.835443037974683,3.48933813348103
2020,FL,Florida,21733312.0,83800,385.5832005724668,46556,7183,257,12565,653,1215,8230,5823,1318,9.161410931273675,10.70571577613831,10.448021819028455,4.438262195121951,12.689259613309076,2.007402104878383,4.945658810599585,8.793428494478858,3.5205479452054793
2010,GA,Georgia,10710017.0,71200,664.7981977993126,39386,2206,241,8690,419,5113,7770,3773,3602,3.8370187652098346,3.8593421973407973,3.7205279810248792,1.8627315454796793,5.109186672716154,4.733992219535275,8.220785902630395,3.1299021438709196,2.6500989663514405
2011,GA,Georgia,10710017.0,72876,680.4470991969481,41740,2148,401,9596,406,4462,6295,4149,3679,4.072461321862014,4.0661025611903,4.074475086512536,2.1749956751712896,4.7690116516916925,4.947419380866572,7.953654188948307,3.1573217201959713,4.328116567728009
2012,GA,Georgia,10710017.0,72454,676.5068626875196,43046,1822,218,8796,433,4446,5820,4340,3533,4.10669037733545,3.256420796768601,3.8078416602813023,2.349234874770625,4.665255867641401,4.441734451414994,8.166339106955899,3.374113613340606,2.3240938166311302
2013,GA,Georgia,10710017.0,67256,627.9728594268338,41239,1599,207,7328,532,3841,5371,3720,3419,4.010401623649107,2.1878335112059766,3.559354964056732,2.270577105014191,4.665485311235037,4.523204741493359,7.768541552899298,4.129472948847318,2.431289640591966
2014,GA,Georgia,10710017.0,67418,629.485462067894,41548,1687,223,7071,400,3641,5589,4072,3187,4.114791878564715,3.063985906028079,3.6820837542569698,2.5499245417712957,4.9345764687185465,4.4449093444909344,7.941631949745894,3.065603923973023,2.938850817079599
2015,GA,Georgia,10710017.0,54686,510.60609894456746,33676,1315,150,5501,303,3067,4761,3226,2687,3.5374506951264992,2.108723540731238,3.120444270487665,2.0767883813153425,4.352158253651937,3.726096542925686,6.804064247049428,2.338504283398935,2.092050209205021
2016,GA,Georgia,10710017.0,53143,496.1990256411358,31750,1597,185,5331,283,2828,3840,4073,3256,3.5943979468346092,2.2593514798257033,3.0798294568269267,2.504796811964971,3.54295837023915,4.123293569384292,5.966748248797367,2.090721040189125,2.2585764863874984
2017,GA,Georgia,10710017.0,49849,465.44277193957765,29492,1672,173,4735,325,2697,3483,3834,3438,3.4480944402809266,2.035400384680934,2.623065247016852,2.3597040830143157,3.0386836732913403,4.147315343136664,5.602642403091114,2.278782779413827,2.2365869424692955
2018,GA,Georgia,10710017.0,41872,390.961097447371,25183,1243,139,3613,208,2083,2944,3681,2778,3.3543476784099244,1.6648807929279401,2.42221492213112,2.4644492648831045,2.894589359631097,3.5260071586322446,4.9176070636007365,1.699207581079977,1.831598366056134
2019,GA,Georgia,10710017.0,20264,189.2060488792875,11876,519,92,1663,46,1124,1465,2047,1432,1.6140847788652206,0.7295473713803767,1.1358125875081104,1.404141772360289,1.4572329483851074,1.9651164386381414,2.936642717178315,0.3881856540084388,1.2738853503184715
2020,GA,Georgia,10710017.0,19018,177.57208041779953,9955,753,110,1460,8,724,1715,2861,1432,1.9589708269788948,1.1222892913033757,1.2140160649249139,2.180640243902439,2.6442381818742486,2.1810317254824314,2.9470427809663367,0.10772959870724481,1.5068493150684932
2010,HI,Hawaii,1407006.0,7629,542.2151717903122,4842,514,33,671,83,167,423,747,149,0.47171189918108014,0.8992302309307207,0.2872812744841995,0.3687941861842885,0.27814491152624626,0.19582588581642307,0.2685060132484404,0.6200044819601106,0.3628766219485375
2011,HI,Hawaii,1407006.0,7595,539.7986931114722,5079,483,41,678,36,141,308,729,100,0.4955445868168944,0.914305184848657,0.28787975288198203,0.38215759151599665,0.23333686874043547,0.1344772867862618,0.25133689839572193,0.27995956139668715,0.4425256341068538
2012,HI,Hawaii,1407006.0,7777,552.7339613334982,5234,513,31,695,49,140,307,675,133,0.4993359995115399,0.9168736930528498,0.3008697082646095,0.36537639181340364,0.24608823906630753,0.16720936372436856,0.25714967948129236,0.38182809943115403,0.3304904051172708
2013,HI,Hawaii,1407006.0,2544,180.8094634990896,1676,241,12,346,6,28,62,159,14,0.1629872965211548,0.3297485154475549,0.16805906353215466,0.09704886013367107,0.05385590938308925,0.01852145843255543,0.05663086786805008,0.046573003182488554,0.14094432699083861
2014,HI,Hawaii,1407006.0,2399,170.50389266286,1523,267,7,357,4,31,45,149,16,0.1508334464006465,0.4849343431591565,0.18590070715170956,0.09330519565911667,0.03973088944217831,0.022315202231520222,0.06761620171439789,0.030656039239730225,0.09225092250922509
2015,HI,Hawaii,1407006.0,6929,492.46414016713504,4253,684,43,676,49,137,320,628,139,0.44675073661874926,1.0968569595894806,0.38346124829115824,0.40428490498017206,0.29252061356198694,0.19275304036720148,0.3039311385216079,0.37817396002160997,0.599721059972106
2016,HI,Hawaii,1407006.0,5563,395.3785555996208,3365,389,36,636,32,140,265,570,130,0.38094957767239246,0.5503367098636184,0.3674304135325315,0.35053625897864804,0.24450103336285797,0.1646278145024441,0.29538357667313697,0.2364066193853428,0.4395067757294592
2017,HI,Hawaii,1407006.0,4806,341.5763685442706,2878,423,23,436,14,81,150,387,414,0.3364850060737999,0.5149368198086335,0.2415325127136953,0.23818609288642156,0.13086492994364085,0.4994149366080799,0.16826623457559517,0.0981629504978264,0.297349709114415
2018,HI,Hawaii,1407006.0,4462,317.127290146595,2588,416,34,440,8,78,166,282,450,0.34471873056128677,0.5571926064827217,0.29498327310758177,0.18880051418012372,0.1632139380770252,0.5711674663011195,0.18414467160866896,0.06535413773384527,0.44801686651732775
2019,HI,Hawaii,1407006.0,4565,324.4477990854339,2685,401,44,437,1,83,131,333,450,0.3649223333827145,0.5636772561147034,0.2984666871563706,0.22842169525939238,0.1303054718351188,0.6175296071139411,0.21685173089484,0.008438818565400843,0.6092495153697036
2020,HI,Hawaii,1407006.0,3025,214.9955295144441,1571,224,45,342,4,35,115,215,474,0.3091454715403158,0.3338549817423057,0.28437910561939767,0.1638719512195122,0.1773104320207222,0.721933685669464,0.1424675377538975,0.05386479935362241,0.6164383561643836
2010,ID,Idaho,1826913.0,9285,508.23438226122425,5765,196,55,1070,70,228,474,1185,242,0.5616313710819758,0.34289713086074175,0.4581087387452958,0.5850349539871242,0.31168011362515535,0.31805278099043216,0.36658306000385876,0.5228953462314185,0.6047943699142292
2011,ID,Idaho,1826913.0,10029,548.9588174149508,6462,201,56,1075,67,167,463,1277,261,0.6304802362691024,0.38048725083763985,0.45644651083795085,0.6694310622303534,0.35076289034682345,0.3509857185121433,0.2976827094474153,0.5210358503771677,0.6044252563410685
2012,ID,Idaho,1826913.0,9286,508.2891194052481,5903,198,79,1076,50,164,433,1161,222,0.5631601843936989,0.35388107451162626,0.46580691524132345,0.6284473939190542,0.3470886238296781,0.27910134396097613,0.3012324816780853,0.3896205096236266,0.8422174840085287
2013,ID,Idaho,1826913.0,8601,470.7941757489273,5473,183,60,1036,55,172,386,986,250,0.5322371562412174,0.250389951563911,0.5032057509228677,0.6018250068666646,0.3352964680947169,0.33074032915277557,0.34787533118945047,0.4269191958394784,0.7047216349541932
2014,ID,Idaho,1826913.0,8617,471.6699700533085,5468,213,63,1012,64,129,381,1054,233,0.5415346585152562,0.3868577344303384,0.526979035399244,0.6600246726490535,0.3363881972771097,0.32496513249651326,0.28137064584378474,0.4904966278356836,0.8302583025830259
2015,ID,Idaho,1826913.0,8584,469.8636443005223,5427,219,66,1011,49,118,369,1023,302,0.570072007437092,0.35118665811417576,0.5734901213348536,0.6585723850234331,0.33731283251366617,0.4187871812294593,0.2617801047120419,0.37817396002160997,0.9205020920502093
2016,ID,Idaho,1826913.0,7548,413.15596309183854,4693,222,48,917,50,134,328,884,272,0.5312916398266085,0.3140739064003169,0.5297699515869989,0.543638689363377,0.302627694124594,0.3444520426512676,0.28272428053000254,0.3693853427895981,0.5860090343059456
2017,ID,Idaho,1826913.0,7482,409.5433115862661,4584,242,54,958,51,150,323,892,228,0.5359441514392976,0.2945974240985562,0.530706759586514,0.5489974027252921,0.28179581581197327,0.275040110016044,0.311604138102954,0.357593605384939,0.698125404007757
2018,ID,Idaho,1826913.0,7056,386.22528823211616,4277,200,58,866,43,143,367,875,227,0.5696916578866398,0.26788106080900076,0.580580714798104,0.58581719825393,0.36084045345944726,0.28812225522300916,0.3375985646158931,0.3512784903194184,0.764264066411912
2019,ID,Idaho,1826913.0,6310,345.39137879034195,3825,194,48,764,41,105,357,797,179,0.5198614246513531,0.27270171492831036,0.5218044599255541,0.5467029763415487,0.3551072782071559,0.24563955482976768,0.2743305029392554,0.3459915611814346,0.6646358349487677
2020,ID,Idaho,1826913.0,4833,264.544617067151,2625,149,46,607,34,59,404,733,176,0.5165543365966448,0.2220731798196587,0.5047313365817964,0.5586890243902439,0.6228992568380154,0.2680597651430921,0.24015956364228436,0.4578507945057905,0.6301369863013699
2010,IL,Illinois,12587530.0,23683,188.14652278882355,13171,3118,59,2719,1,246,283,4039,47,1.2831304056410586,5.454863540937719,1.1641099632228593,1.9940558473873375,0.18608749399982905,0.06177058143202607,0.3955238278989003,0.007469933517591694,0.6487794149989004
2011,IL,Illinois,12587530.0,23345,185.46132561352383,13668,2610,61,2565,0,222,235,3901,83,1.333550583306421,4.940655346697712,1.0891026049296224,2.0449887030231864,0.1780330005000076,0.11161614803259728,0.3957219251336898,0.0,0.6583917970858069
2012,IL,Illinois,12587530.0,22361,177.6440651978585,13578,2387,67,2336,1,174,221,3506,91,1.2953733667114422,4.2662329538346055,1.0112685446131335,1.8977920439967304,0.17715146851353084,0.1144064067587785,0.3196003159267491,0.0077924101924725315,0.7142857142857143
2013,IL,Illinois,12587530.0,20312,161.36605036889685,12287,2487,58,1928,1,188,200,3090,73,1.1948835992574158,3.4028404892865938,0.936467845346804,1.8860438856166266,0.17372873994544918,0.09657617611261046,0.3802358271140505,0.0077621671970814245,0.6812309137890533
2014,IL,Illinois,12587530.0,18388,146.0810818325756,10656,2545,74,1673,0,214,267,2885,74,1.0553389394913257,4.622314244719301,0.8711817452795801,1.806614023332561,0.23573661069025797,0.10320781032078104,0.46676990860906925,0.0,0.9752240379546653
2015,IL,Illinois,12587530.0,16005,127.1496473096787,8831,2986,65,1318,0,173,225,2332,75,0.927640666607142,4.788325849903784,0.7476359840942997,1.5012617809136324,0.2056785564107721,0.10400343904705116,0.3837962552134173,0.0,0.906555090655509
2016,IL,Illinois,12587530.0,15062,119.65810607799942,8041,3505,67,987,0,127,182,2065,88,0.9103166579684123,4.958689378077075,0.5702104059066172,1.2699252189314179,0.16792146442279304,0.11144036674011601,0.2679551016963457,0.0,0.8179709437187157
2017,IL,Illinois,12587530.0,14093,111.96001121745093,7581,3113,58,876,1,106,227,2068,63,0.8863421928580532,3.789594137267791,0.4852809200394429,1.2727877004886816,0.19804226064804314,0.07599792513601215,0.22020025759275416,0.007011639321273313,0.7498383968972204
2018,IL,Illinois,12587530.0,17976,142.80800125203277,9497,4267,63,1008,0,124,247,2684,86,1.2649898702243203,5.715242432360032,0.6757798620282781,1.7969524115583408,0.24285447412665792,0.10915644911532506,0.29274281127531987,0.0,0.8301488997232838
2019,IL,Illinois,12587530.0,1006,7.992036563170058,453,12,16,74,0,16,33,312,90,0.06156790205674848,0.01686814731515322,0.05054126967865315,0.21401672348627757,0.03282504252335054,0.12350592142278821,0.041802743305029394,0.0,0.22154527831625587
2020,IL,Illinois,12587530.0,864,6.863935974730547,355,13,17,49,0,5,27,341,57,0.06985782456830816,0.01937551233325881,0.040744374781726565,0.2599085365853659,0.04162940577877825,0.08681481030202415,0.02035250539341393,0.0,0.2328767123287671
2010,IN,Indiana,6754953.0,26512,392.4823755250407,17538,690,101,2936,6,1090,1472,1769,910,1.7085673869966507,1.2071378586424073,1.257016127996438,0.8733559777242387,0.9679179899920436,1.1959835979392284,1.752524278088623,0.04481960110555016,1.110622388387948
2011,IN,Indiana,6754953.0,36294,537.2946340263212,24500,1528,134,4223,21,1145,1699,2011,1033,2.3904001529856096,2.892460294924944,1.7930917351336433,1.0542097620557875,1.2871407142532463,1.3891503725020844,2.0409982174688057,0.16330974414806748,1.4463032919589855
2012,IN,Indiana,6754953.0,28229,417.9007611155844,18940,1084,129,3160,79,698,1450,1888,801,1.8069208694590304,1.9374095190434488,1.367983133980095,1.021971300361046,1.1623060151340259,1.007027822129468,1.282074830556729,0.61560040520533,1.3752665245202558
2013,IN,Indiana,6754953.0,66749,988.148992302389,38613,21074,113,2641,146,809,1105,1501,747,3.755028926355221,28.834523711791586,1.282786088983874,0.9161656544694358,0.9598512881986068,0.9882521035084935,1.6362275751875897,1.133276410773888,1.327225745830397
2014,IN,Indiana,6754953.0,27506,407.1975038168289,19150,1277,102,2494,130,880,1368,1401,704,1.8965597495550761,2.319330173087052,1.2987012987012987,0.8773193229424325,1.2078190390422208,0.9818688981868897,1.9194276615700046,0.9963212752912324,1.3442277279915655
2015,IN,Indiana,6754953.0,26763,396.1981674779972,18273,1431,89,2349,145,914,1614,1372,576,1.9194630167492135,2.2947402180885184,1.3324711127750455,0.8832466395426688,1.4754008446532716,0.7987464118813528,2.027686573786494,1.119086208227213,1.2412831241283124
2016,IN,Indiana,6754953.0,26185,387.6414832197944,16829,1677,110,2275,205,1374,1709,1446,560,1.905200725898571,2.3725312659159075,1.3143147653875928,0.8892551411984649,1.576801003838205,0.7091659701643745,2.8989788167777872,1.5144799054373521,1.3429373702844587
2017,IN,Indiana,6754953.0,20878,309.0769099355687,13052,1602,66,1901,271,1149,1473,1078,286,1.5259910699358012,1.950186253743335,1.0531039143778322,0.6634744396164404,1.285093612046553,0.3450064537920552,2.386887697868628,1.900154256065068,0.8532643826761473
2018,IN,Indiana,6754953.0,18968,280.8013616082895,11489,1505,76,1750,210,987,1553,1107,291,1.5303220615991593,2.0158049825877313,1.1732289271324274,0.7411424439624006,1.5269352158651814,0.3693549615413906,2.330138344586619,1.7155461155134384,1.0014494663328501
2019,IN,Indiana,6754953.0,15857,234.7462669244331,9810,1149,93,1433,135,774,1321,782,360,1.3332916538117054,1.6151251054259206,0.9787248574258102,0.5364137107893239,1.313996399192305,0.49402368569115285,2.022207707380797,1.139240506329114,1.2877319302132373
