Year,State,State Name,Population,Total Arrests,Arrests per Capita,Larceny - Theft,Vehicle Theft,Arson,Burglary,Embezzlement,Forgery and Counterfeiting,Fraud,Vandalism,Dealing in Stolen Property,Larceny - Theft (%),Vehicle Theft (%),Burglary (%),Vandalism (%),Fraud (%),Dealing in Stolen Property (%),Forgery and Counterfeiting (%),Embezzlement (%),Arson (%)
2012,AZ,Arizona,7421401.0,55917,753.456119673361,32925,1591,650,4436,213,1689,2328,10782,1303,3.141123000366345,2.843559543171704,1.9203712602328167,5.836278898566101,1.8661023470565603,1.6381488791943777,3.1023272045993058,1.6597833709966492,6.929637526652452
2013,AZ,Arizona,7421401.0,59330,799.4447409592879,36533,1628,218,4320,201,1531,2298,11341,1260,3.552753522558084,2.2275127931477985,2.0983096949679423,6.922208319345684,1.996143221973211,1.666931258929989,3.0964949537851667,1.5601956066133664,2.560488607000235
2014,AZ,Arizona,7421401.0,58001,781.5370709654417,36732,1602,208,3946,156,1157,2096,10915,1189,3.6378293848907077,2.9096060589549393,2.0548016538393443,6.835075239055426,1.8505765393512386,1.6582984658298465,2.5236111414051083,1.195585530349479,2.7411702688455457
2015,AZ,Arizona,7421401.0,42584,573.8000143099666,27115,1081,159,2743,140,715,1516,8148,967,2.8482591637473282,1.7334830019243106,1.5559677574891229,5.245403512386053,1.3858164067499132,1.3409510074466462,1.5862099565178807,1.0804970286331712,2.2175732217573225
2016,AZ,Arizona,7421401.0,53931,726.6956737683357,32711,1625,189,4077,363,1122,2050,10425,1369,3.7031921650049413,2.2989644049572746,2.3553676037297655,6.411123683951589,1.8914230882787129,1.733657523491123,2.3672883787661405,2.6817375886524824,2.3074105725796605
2017,AZ,Arizona,7421401.0,52895,712.7360453908905,30433,1735,232,4251,457,1219,2142,10974,1452,3.5581126441431383,2.112093102524773,2.3549419989585294,6.754145176577753,1.868751199595191,1.7515712269442805,2.532302962316673,3.2043191698219045,2.9993535875888817
2018,AZ,Arizona,7421401.0,49368,665.2113260016539,27123,1794,417,3993,854,1164,2183,10704,1136,3.6127535274396374,2.4028931154567372,2.676973203451304,7.166385474411505,2.146361607362325,1.4418805371512706,2.748005099390906,6.976554203087983,5.494795098168401
2019,AZ,Arizona,7421401.0,46165,622.0523591165603,26034,1570,180,3871,489,881,2188,9932,1020,3.538319563234856,2.206915940399213,2.6438547962981933,6.812865697646502,2.1763997891239693,1.399733776124933,2.301763553233181,4.1265822784810124,2.4923843810578785
2020,AZ,Arizona,7421401.0,39037,526.0058040254124,21274,1684,218,3542,345,610,1467,8874,1023,4.1863531263836276,2.509874059169834,2.945236234221949,6.763719512195123,2.261864380646952,1.558097384894223,2.4830056579964994,4.645838944249933,2.9863013698630136
2010,AR,Arkansas,3030522.0,22213,732.9760351517,11430,345,63,2676,56,879,4125,1558,1081,1.113520654200691,0.6035689293212037,1.1456999858714128,0.7691851968877128,2.7124060521176494,1.4207233729365998,1.4132741655411922,0.41831627698513485,0.6927644600835715
2011,AR,Arkansas,3030522.0,22515,742.9413150605737,13399,357,68,2910,38,777,2464,1485,1017,1.3073049653001707,0.6757907888011813,1.2355900898031973,0.7784691679029561,1.8666949499234837,1.3676340066162826,1.3850267379679144,0.29551287036316976,0.7339449541284404
2012,AR,Arkansas,3030522.0,22648,747.3299979343493,13910,377,53,2901,46,841,1932,1510,1078,1.3270469532299427,0.6738038640953692,1.255860465720334,0.81736052094554,1.5486725663716814,1.3552758954501452,1.5447348603126205,0.35845086885373645,0.5650319829424307
2013,AR,Arkansas,3030522.0,21516,709.9766970838688,13558,368,57,2766,27,812,1586,1318,1024,1.318485540712301,0.5035164053307063,1.3435010685836408,0.804467909787286,1.3776689077674118,1.3547123882097687,1.6422951681734521,0.2095785143211985,0.6694855532064834
2014,AR,Arkansas,3030522.0,20287,669.4226275209354,13088,420,50,2197,44,754,1288,1286,1160,1.2961970758316885,0.7628180678908081,1.1440444078776075,0.805305245755866,1.1371863467005705,1.6178521617852164,1.6446005191179356,0.33721643163703247,0.6589351607801792
2015,AR,Arkansas,3030522.0,21153,697.9985626238648,14066,379,74,2033,55,708,1181,1384,1273,1.4775442890381676,0.6077613855035279,1.153219996709948,0.8909718288098059,1.079583889427208,1.7652850387586148,1.5706806282722512,0.4244809755344602,1.0320781032078103
2016,AR,Arkansas,3030522.0,19561,645.4663586009275,11760,509,47,2235,64,854,1134,1518,1440,1.3313423576307086,0.7201063889989248,1.291205934347811,0.9335334054905048,1.046279893711249,1.8235696375655346,1.8018398177061357,0.4728132387706856,0.573800512757905
2017,AR,Arkansas,3030522.0,17981,593.3301259650977,9975,623,40,2138,60,859,918,1574,1794,1.1662397274448069,0.7584057653446303,1.184395670141928,0.9687465379928359,0.800893371255082,2.1641313919683465,1.7844530308695834,0.4206983592763988,0.5171299288946347
2018,AR,Arkansas,3030522.0,19783,652.7918292624174,11560,652,69,2020,54,905,972,1669,1882,1.5397791828780818,0.8732922582373426,1.3542413901757162,1.117404461583782,0.9556864325955933,2.388749270174904,2.1365503564851975,0.44114042970345557,0.9092106996969298
2019,AR,Arkansas,3030522.0,19841,654.7056909667707,11541,619,65,1964,52,880,951,1908,1861,1.568554431869612,0.8701152656733203,1.341392616876686,1.308794578243005,0.9459580436274656,2.5538279974200986,2.2991508817766166,0.43881856540084385,0.9000276931597896
2020,AR,Arkansas,3030522.0,15387,507.7343111186785,8608,553,62,1702,29,618,625,1518,1672,1.6939046588281597,0.8242044861763171,1.415243385275482,1.1570121951219512,0.9636436522865336,2.5465677688593753,2.5155696666259617,0.39051979531376246,0.8493150684931507
2010,CA,California,39368078.0,216377,549.6255113089342,89557,13215,1168,52921,1283,7054,8594,25544,17041,8.72472171725733,23.119314205738277,22.657544451532523,12.611082586200087,5.651010330157352,22.396435706024604,11.341565373979034,9.583924703070142,12.843633164723995
2011,CA,California,39368078.0,201232,511.15525629673874,84090,10350,1047,52355,1100,6224,6998,21921,17147,8.20443872916571,19.59225396104265,22.230006581321785,11.491463050236161,5.301595478719374,23.058820365240308,11.094474153297682,8.554319931565441,11.30059363194819
2012,CA,California,39368078.0,200500,509.2958818055584,79896,13527,1079,52953,1094,5882,7324,18879,19866,7.622267676150934,24.176511590498826,22.923674333432903,10.219171705252219,5.870847761959728,24.975798644724104,10.80396010506401,8.52489675056495,11.50319829424307
2013,CA,California,39368078.0,190055,482.7642334990293,74234,13909,1091,50390,1053,5598,6722,17445,19613,7.219092464171482,19.03100456995868,24.475422576258016,10.64790795617542,5.839022949566547,25.947240302693547,11.322128511619441,8.173562058526741,12.814188395583745
2014,CA,California,39368078.0,182120,462.6083091991435,71440,13755,1053,48498,1047,5222,6551,17175,17379,7.075207754998153,24.982291723423963,25.254376737937285,10.755145875472005,5.783934594126892,24.238493723849373,11.390058237180186,8.024218270999386,13.877174486030574
