State,Year,Crime,Arrests,Population,Crime Rate Per Capita
HI,2017,Larceny - Theft,2878,1407006,0.0020454781287357693
HI,2018,Larceny - Theft,2588,1407006,0.0018393667120111784
HI,2019,Larceny - Theft,2685,1407006,0.0019083074272604381
HI,2020,Larceny - Theft,1571,1407006,0.001116555295428733
HI,2021,Larceny - Theft,1141,1407006,0.0008109418154577877
HI,2017,Vandalism,387,1407006,0.00027505213197385087
HI,2018,Vandalism,282,1407006,0.0002004255845390851
HI,2019,Vandalism,333,1407006,0.00023667276472168563
HI,2020,Vandalism,215,1407006,0.0001528067399854727
HI,2021,Vandalism,83,1407006,5.899050892462434e-05
HI,2017,"Stolen Property: Buying, Receiving, Possessing",414,1407006,0.0002942418155999335
HI,2018,"Stolen Property: Buying, Receiving, Possessing",450,1407006,0.0003198280604347103
HI,2019,"Stolen Property: Buying, Receiving, Possessing",450,1407006,0.0003198280604347103
HI,2020,"Stolen Property: Buying, Receiving, Possessing",474,1407006,0.0003368855569912282
HI,2021,"Stolen Property: Buying, Receiving, Possessing",488,1407006,0.0003468357633158636
ID,2017,Motor Vehicle Theft,242,1826913,0.00013246388853765888
ID,2018,Motor Vehicle Theft,200,1826913,0.00010947428804765196
ID,2019,Motor Vehicle Theft,194,1826913,0.00010619005940622241
ID,2020,Motor Vehicle Theft,149,1826913,8.155834459550071e-05
ID,2021,Motor Vehicle Theft,180,1826913,9.852685924288677e-05
ID,2017,Arson,54,1826913,2.955805777286603e-05
ID,2018,Arson,58,1826913,3.1747543533819074e-05
ID,2019,Arson,48,1826913,2.6273829131436473e-05
ID,2020,Arson,46,1826913,2.5179086250959954e-05
ID,2021,Arson,35,1826913,1.9158000408339095e-05
ID,2017,Burglary,958,1826913,0.0005243818397482529
ID,2018,Burglary,866,1826913,0.000474023667246333
ID,2019,Burglary,764,1826913,0.0004181917803420305
ID,2020,Burglary,607,1826913,0.00033225446422462373
ID,2021,Burglary,565,1826913,0.00030926486373461683
ID,2017,Embezzlement,51,1826913,2.791594345215125e-05
ID,2018,Embezzlement,43,1826913,2.3536971930245172e-05
ID,2019,Embezzlement,41,1826913,2.2442229049768653e-05
ID,2020,Embezzlement,34,1826913,1.8610628968100834e-05
ID,2021,Embezzlement,33,1826913,1.8063257527862574e-05
ID,2017,Forgery and Counterfeiting,150,1826913,8.210571603573898e-05
ID,2018,Forgery and Counterfeiting,143,1826913,7.827411595407116e-05
ID,2019,Forgery and Counterfeiting,105,1826913,5.7474001225017286e-05
ID,2020,Forgery and Counterfeiting,59,1826913,3.229491497405733e-05
ID,2021,Forgery and Counterfeiting,75,1826913,4.105285801786949e-05
ID,2017,Fraud,323,1826913,0.00017680097519695792
ID,2018,Fraud,367,1826913,0.00020088531856744137
ID,2019,Fraud,357,1826913,0.00019541160416505876
ID,2020,Fraud,404,1826913,0.00022113806185625697
ID,2021,Fraud,390,1826913,0.00021347486169292134
ID,2017,Larceny - Theft,4584,1826913,0.0025091506820521833
ID,2018,Larceny - Theft,4277,1826913,0.002341107649899037
ID,2019,Larceny - Theft,3825,1826913,0.002093695758911344
ID,2020,Larceny - Theft,2625,1826913,0.001436850030625432
ID,2021,Larceny - Theft,2075,1826913,0.0011357957384943891
ID,2017,Vandalism,892,1826913,0.0004882553246925278
ID,2018,Vandalism,875,1826913,0.00047895001020847736
ID,2019,Vandalism,797,1826913,0.00043625503786989307
ID,2020,Vandalism,733,1826913,0.0004012232656946445
ID,2021,Vandalism,709,1826913,0.0003880863511289262
ID,2017,"Stolen Property: Buying, Receiving, Possessing",228,1826913,0.00012480068837432325
ID,2018,"Stolen Property: Buying, Receiving, Possessing",227,1826913,0.000124253316934085
ID,2019,"Stolen Property: Buying, Receiving, Possessing",179,1826913,9.797948780264851e-05
ID,2020,"Stolen Property: Buying, Receiving, Possessing",176,1826913,9.633737348193373e-05
ID,2021,"Stolen Property: Buying, Receiving, Possessing",166,1826913,9.086365907955114e-05
IL,2017,Motor Vehicle Theft,3113,12587530,0.0002473082487191689
IL,2018,Motor Vehicle Theft,4267,12587530,0.000338986282455732
IL,2019,Motor Vehicle Theft,12,12587530,9.533244409347981e-07
IL,2020,Motor Vehicle Theft,13,12587530,1.0327681443460313e-06
IL,2021,Motor Vehicle Theft,164,12587530,1.3028767359442242e-05
IL,2017,Arson,58,12587530,4.607734797851525e-06
IL,2018,Arson,63,12587530,5.00495331490769e-06
IL,2019,Arson,16,12587530,1.271099254579731e-06
IL,2020,Arson,17,12587530,1.350542957990964e-06
IL,2021,Arson,53,12587530,4.210516280795358e-06
IL,2017,Burglary,876,12587530,6.959268418824026e-05
IL,2018,Burglary,1008,12587530,8.007925303852304e-05
IL,2019,Burglary,74,12587530,5.878834052431256e-06
IL,2020,Burglary,49,12587530,3.892741467150426e-06
IL,2021,Burglary,568,12587530,4.5124023537580444e-05
IL,2017,Embezzlement,1,12587530,7.944370341123319e-08
IL,2018,Embezzlement,0,12587530,0.0
IL,2019,Embezzlement,0,12587530,0.0
IL,2020,Embezzlement,0,12587530,0.0
IL,2021,Embezzlement,35,12587530,2.7805296193931612e-06
IL,2017,Forgery and Counterfeiting,106,12587530,8.421032561590717e-06
IL,2018,Forgery and Counterfeiting,124,12587530,9.851019222992914e-06
IL,2019,Forgery and Counterfeiting,16,12587530,1.271099254579731e-06
IL,2020,Forgery and Counterfeiting,5,12587530,3.972185170561659e-07
IL,2021,Forgery and Counterfeiting,104,12587530,8.26214515476825e-06
IL,2017,Fraud,227,12587530,1.803372067434993e-05
IL,2018,Fraud,247,12587530,1.9622594742574596e-05
IL,2019,Fraud,33,12587530,2.621642212570695e-06
IL,2020,Fraud,27,12587530,2.1449799921032957e-06
IL,2021,Fraud,712,12587530,5.656391682879802e-05
IL,2017,Larceny - Theft,7581,12587530,0.0006022627155605587
IL,2018,Larceny - Theft,9497,12587530,0.0007544768512964816
IL,2019,Larceny - Theft,453,12587530,3.598799764528863e-05
IL,2020,Larceny - Theft,355,12587530,2.820251471098778e-05
IL,2021,Larceny - Theft,3423,12587530,0.00027193579677665117
IL,2017,Vandalism,2068,12587530,0.00016428957865443022
IL,2018,Vandalism,2684,12587530,0.00021322689995574985
IL,2019,Vandalism,312,12587530,2.4786435464304752e-05
IL,2020,Vandalism,341,12587530,2.7090302863230514e-05
IL,2021,Vandalism,1649,12587530,0.00013100266692512352
IL,2017,"Stolen Property: Buying, Receiving, Possessing",63,12587530,5.00495331490769e-06
IL,2018,"Stolen Property: Buying, Receiving, Possessing",86,12587530,6.8321584933660534e-06
IL,2019,"Stolen Property: Buying, Receiving, Possessing",90,12587530,7.149933307010987e-06
IL,2020,"Stolen Property: Buying, Receiving, Possessing",57,12587530,4.5282910944402915e-06
IL,2021,"Stolen Property: Buying, Receiving, Possessing",141,12587530,1.1201562180983879e-05
IN,2017,Motor Vehicle Theft,1602,6754953,0.00023715931110105428
IN,2018,Motor Vehicle Theft,1505,6754953,0.0002227994776573575
IN,2019,Motor Vehicle Theft,1149,6754953,0.00017009740852378988
IN,2020,Motor Vehicle Theft,944,6754953,0.00013974930691597706
IN,2021,Motor Vehicle Theft,1143,6754953,0.0001692091714035612
IN,2017,Arson,66,6754953,9.770608322515345e-06
IN,2018,Arson,76,6754953,1.1251003522896458e-05
IN,2019,Arson,93,6754953,1.376767536354435e-05
IN,2020,Arson,53,6754953,7.846094562019899e-06
IN,2021,Arson,65,6754953,9.622568802477235e-06
IN,2017,Burglary,1901,6754953,0.00028142312759244956
IN,2018,Burglary,1750,6754953,0.00025906916006669477
IN,2019,Burglary,1433,6754953,0.0002121406322146135
IN,2020,Burglary,1093,6754953,0.00016180719540165564
IN,2021,Burglary,1101,6754953,0.00016299151156196054
IN,2017,Embezzlement,271,6754953,4.011870993032816e-05
IN,2018,Embezzlement,210,6754953,3.108829920800337e-05
IN,2019,Embezzlement,135,6754953,1.9985335205145026e-05
IN,2020,Embezzlement,79,6754953,1.1695122083010792e-05
IN,2021,Embezzlement,78,6754953,1.154708256297268e-05
IN,2017,Forgery and Counterfeiting,1149,6754953,0.00017009740852378988
IN,2018,Forgery and Counterfeiting,987,6754953,0.00014611500627761584
IN,2019,Forgery and Counterfeiting,774,6754953,0.00011458258850949814
IN,2020,Forgery and Counterfeiting,530,6754953,7.846094562019898e-05
IN,2021,Forgery and Counterfeiting,214,6754953,3.1680457288155816e-05
IN,2017,Fraud,1473,6754953,0.00021806221301613795
IN,2018,Fraud,1553,6754953,0.00022990537461918683
IN,2019,Fraud,1321,6754953,0.00019556020597034503
IN,2020,Fraud,685,6754953,0.00010140707122610623
IN,2021,Fraud,750,6754953,0.00011102964002858347
IN,2017,Larceny - Theft,13052,6754953,0.0019322118155374287
IN,2018,Larceny - Theft,11489,6754953,0.0017008260457178606
IN,2019,Larceny - Theft,9810,6754953,0.0014522676915738719
IN,2020,Larceny - Theft,6687,6754953,0.0009899402704948502
IN,2021,Larceny - Theft,7121,6754953,0.0010541894221913904
IN,2017,Vandalism,1078,6754953,0.00015958660260108397
IN,2018,Vandalism,1107,6754953,0.0001638797486821892
IN,2019,Vandalism,782,6754953,0.00011576690466980303
IN,2020,Vandalism,514,6754953,7.609231329958921e-05
IN,2021,Vandalism,564,6754953,8.349428930149477e-05
IN,2017,"Stolen Property: Buying, Receiving, Possessing",286,6754953,4.233930273089983e-05
IN,2018,"Stolen Property: Buying, Receiving, Possessing",291,6754953,4.3079500331090386e-05
IN,2019,"Stolen Property: Buying, Receiving, Possessing",360,6754953,5.329422721372006e-05
IN,2020,"Stolen Property: Buying, Receiving, Possessing",381,6754953,5.6403057134520404e-05
IN,2021,"Stolen Property: Buying, Receiving, Possessing",483,6754953,7.150308817840775e-05
IA,2017,Motor Vehicle Theft,637,3163561,0.0002013553713678984
IA,2018,Motor Vehicle Theft,560,3163561,0.0001770157110926579
IA,2019,Motor Vehicle Theft,655,3163561,0.00020704516208159095
IA,2020,Motor Vehicle Theft,654,3163561,0.00020672906259749693
IA,2021,Motor Vehicle Theft,824,3163561,0.0002604659748934824
IA,2017,Arson,101,3163561,3.192604789349723e-05
IA,2018,Arson,84,3163561,2.6552356663898688e-05
IA,2019,Arson,98,3163561,3.097774944121514e-05
IA,2020,Arson,110,3163561,3.477094325034352e-05
IA,2021,Arson,86,3163561,2.7184555632086754e-05
IA,2017,Burglary,1737,3163561,0.0005490648038713336
IA,2018,Burglary,1133,3163561,0.00035814071547853824
IA,2019,Burglary,1547,3163561,0.0004890059018934675
IA,2020,Burglary,1476,3163561,0.00046656283852279125
IA,2021,Burglary,1046,3163561,0.00033064006036235747
IA,2017,Embezzlement,79,3163561,2.497185924342853e-05
IA,2018,Embezzlement,56,3163561,1.7701571109265794e-05
IA,2019,Embezzlement,56,3163561,1.7701571109265794e-05
IA,2020,Embezzlement,40,3163561,1.2643979363761281e-05
IA,2021,Embezzlement,62,3163561,1.9598168013829985e-05
IA,2017,Forgery and Counterfeiting,746,3163561,0.0002358102151341479
IA,2018,Forgery and Counterfeiting,454,3163561,0.00014350916577869052
IA,2019,Forgery and Counterfeiting,568,3163561,0.00017954450696541018
IA,2020,Forgery and Counterfeiting,404,3163561,0.00012770419157398893
IA,2021,Forgery and Counterfeiting,275,3163561,8.69273581258588e-05
IA,2017,Fraud,815,3163561,0.0002576210795366361
IA,2018,Fraud,633,3163561,0.00020009097343152225
IA,2019,Fraud,684,3163561,0.0002162120471203179
IA,2020,Fraud,461,3163561,0.00014572186216734877
IA,2021,Fraud,756,3163561,0.0002389712099750882
IA,2017,Larceny - Theft,10806,3163561,0.0034157710251201097
IA,2018,Larceny - Theft,8411,3163561,0.002658712760714903
IA,2019,Larceny - Theft,9920,3163561,0.0031357068822127974
IA,2020,Larceny - Theft,7013,3163561,0.0022168056819514463
IA,2021,Larceny - Theft,5820,3163561,0.0018396989974272663
IA,2017,Vandalism,2165,3163561,0.0006843553830635793
IA,2018,Vandalism,1766,3163561,0.0005582316889100606
IA,2019,Vandalism,2166,3163561,0.0006846714825476733
IA,2020,Vandalism,2139,3163561,0.0006761367964771345
IA,2021,Vandalism,1951,3163561,0.0006167100934674565
IA,2017,"Stolen Property: Buying, Receiving, Possessing",231,3163561,7.30189808257214e-05
IA,2018,"Stolen Property: Buying, Receiving, Possessing",225,3163561,7.11223839211572e-05
IA,2019,"Stolen Property: Buying, Receiving, Possessing",269,3163561,8.503076122129461e-05
IA,2020,"Stolen Property: Buying, Receiving, Possessing",286,3163561,9.040445245089315e-05
IA,2021,"Stolen Property: Buying, Receiving, Possessing",288,3163561,9.103665141908122e-05
KS,2017,Motor Vehicle Theft,423,2913805,0.000145171004923116
KS,2018,Motor Vehicle Theft,93,2913805,3.191702945118153e-05
KS,2019,Motor Vehicle Theft,336,2913805,0.00011531313866233327
KS,2020,Motor Vehicle Theft,379,2913805,0.0001300704748601914
KS,2021,Motor Vehicle Theft,305,2913805,0.00010467412884527276
KS,2017,Arson,51,2913805,1.7502887118389872e-05
KS,2018,Arson,16,2913805,5.491101841063489e-06
KS,2019,Arson,57,2913805,1.956205030878868e-05
KS,2020,Arson,55,2913805,1.8875662578655744e-05
KS,2021,Arson,52,2913805,1.784608098345634e-05
KS,2017,Burglary,624,2913805,0.00021415297180147607
KS,2018,Burglary,156,2913805,5.353824295036902e-05
KS,2019,Burglary,502,2913805,0.00017228332026336698
KS,2020,Burglary,502,2913805,0.00017228332026336698
KS,2021,Burglary,448,2913805,0.00015375085154977768
KS,2017,Embezzlement,111,2913805,3.809451902237796e-05
KS,2018,Embezzlement,33,2913805,1.1325397547193447e-05
KS,2019,Embezzlement,55,2913805,1.8875662578655744e-05
KS,2020,Embezzlement,28,2913805,9.609428221861105e-06
KS,2021,Embezzlement,25,2913805,8.579846626661701e-06
KS,2017,Forgery and Counterfeiting,264,2913805,9.060318037754757e-05
KS,2018,Forgery and Counterfeiting,87,2913805,2.9857866260782723e-05
KS,2019,Forgery and Counterfeiting,198,2913805,6.795238528316068e-05
KS,2020,Forgery and Counterfeiting,182,2913805,6.246128344209718e-05
KS,2021,Forgery and Counterfeiting,111,2913805,3.809451902237796e-05
KS,2017,Fraud,598,2913805,0.0002052299313097479
KS,2018,Fraud,340,2913805,0.00011668591412259915
KS,2019,Fraud,425,2913805,0.00014585739265324894
KS,2020,Fraud,386,2913805,0.00013247283191565668
KS,2021,Fraud,270,2913805,9.266234356794638e-05
KS,2017,Larceny - Theft,3983,2913805,0.0013669411645597423
KS,2018,Larceny - Theft,955,2913805,0.000327750141138477
KS,2019,Larceny - Theft,3354,2913805,0.001151072223432934
KS,2020,Larceny - Theft,3831,2913805,0.0013147756970696392
KS,2021,Larceny - Theft,3160,2913805,0.0010844926136100391
KS,2017,Vandalism,1748,2913805,0.0005999028761361862
KS,2018,Vandalism,384,2913805,0.00013178644418552373
KS,2019,Vandalism,1787,2913805,0.0006132874368737785
KS,2020,Vandalism,1875,2913805,0.0006434884969996277
KS,2021,Vandalism,1593,2913805,0.0005467078270508836
KS,2017,"Stolen Property: Buying, Receiving, Possessing",609,2913805,0.00020900506382547906
KS,2018,"Stolen Property: Buying, Receiving, Possessing",181,2913805,6.211808957703072e-05
KS,2019,"Stolen Property: Buying, Receiving, Possessing",575,2913805,0.00019733647241321914
KS,2020,"Stolen Property: Buying, Receiving, Possessing",649,2913805,0.00022273281842813777
KS,2021,"Stolen Property: Buying, Receiving, Possessing",431,2913805,0.00014791655584364775
KY,2017,Motor Vehicle Theft,953,4477251,0.0002128538248134849
KY,2018,Motor Vehicle Theft,1046,4477251,0.00023362549921815865
KY,2019,Motor Vehicle Theft,1033,4477251,0.000230721931828258
KY,2020,Motor Vehicle Theft,712,4477251,0.00015902615243148084
KY,2021,Motor Vehicle Theft,776,4477251,0.00017332063804329935
KY,2017,Arson,69,4477251,1.5411242300241823e-05
KY,2018,Arson,127,4477251,2.836561988595234e-05
KY,2019,Arson,170,4477251,3.7969727406392893e-05
KY,2020,Arson,65,4477251,1.4517836949503167e-05
KY,2021,Arson,65,4477251,1.4517836949503167e-05
KY,2017,Burglary,3032,4477251,0.0006772012558599015
KY,2018,Burglary,2954,4477251,0.0006597798515204978
KY,2019,Burglary,2776,4477251,0.0006200233134126275
KY,2020,Burglary,2006,4477251,0.0004480427833954362
KY,2021,Burglary,2121,4477251,0.00047372818722917257
KY,2017,Embezzlement,415,4477251,9.26908051391356e-05
KY,2018,Embezzlement,414,4477251,9.246745380145093e-05
KY,2019,Embezzlement,368,4477251,8.219329226795638e-05
KY,2020,Embezzlement,273,4477251,6.0974915187913296e-05
KY,2021,Embezzlement,174,4477251,3.886313275713155e-05
KY,2017,Forgery and Counterfeiting,1157,4477251,0.00025841749770115637
KY,2018,Forgery and Counterfeiting,1381,4477251,0.00030844819734252113
KY,2019,Forgery and Counterfeiting,1106,4477251,0.0002470265794792385
KY,2020,Forgery and Counterfeiting,477,4477251,0.00010653858807558477
KY,2021,Forgery and Counterfeiting,505,4477251,0.00011279242553075537
KY,2017,Fraud,1467,4477251,0.00032765641238340223
KY,2018,Fraud,1755,4477251,0.00039198159763658547
KY,2019,Fraud,1469,4477251,0.00032810311505877154
KY,2020,Fraud,779,4477251,0.00017399069205635334
KY,2021,Fraud,1051,4477251,0.00023474225590658197
KY,2017,Larceny - Theft,13495,4477251,0.0030141263020545418
KY,2018,Larceny - Theft,13589,4477251,0.0030351213277969003
KY,2019,Larceny - Theft,12567,4477251,0.0028068562606831738
KY,2020,Larceny - Theft,6535,4477251,0.00145960099176928
KY,2021,Larceny - Theft,6526,4477251,0.0014575908297301179
KY,2017,Vandalism,1198,4477251,0.0002675749025462276
KY,2018,Vandalism,1256,4477251,0.0002805292801319381
KY,2019,Vandalism,1430,4477251,0.00031939241288906966
KY,2020,Vandalism,963,4477251,0.00021508733819033152
KY,2021,Vandalism,1302,4477251,0.00029080344166543265
KY,2017,"Stolen Property: Buying, Receiving, Possessing",3057,4477251,0.0006827850393020181
KY,2018,"Stolen Property: Buying, Receiving, Possessing",3111,4477251,0.0006948460115369899
KY,2019,"Stolen Property: Buying, Receiving, Possessing",2963,4477251,0.0006617900135596597
KY,2020,"Stolen Property: Buying, Receiving, Possessing",1558,4477251,0.0003479813841127067
KY,2021,"Stolen Property: Buying, Receiving, Possessing",2630,4477251,0.0005874140181106666
LA,2017,Motor Vehicle Theft,1384,4645318,0.00029793439329664837
LA,2018,Motor Vehicle Theft,1694,4645318,0.0003646682530668514
LA,2019,Motor Vehicle Theft,1514,4645318,0.0003259195602970561
LA,2020,Motor Vehicle Theft,1122,4645318,0.0002415335182650574
LA,2021,Motor Vehicle Theft,822,4645318,0.00017695236364873192
LA,2017,Arson,105,4645318,2.260340411571393e-05
LA,2018,Arson,110,4645318,2.3679756692652688e-05
LA,2019,Arson,148,4645318,3.186003627738725e-05
LA,2020,Arson,85,4645318,1.8297993807958895e-05
LA,2021,Arson,43,4645318,9.256632161673324e-06
LA,2017,Burglary,4716,4645318,0.001015215750568637
LA,2018,Burglary,5828,4645318,0.001254596563679817
LA,2019,Burglary,5258,4645318,0.0011318923699087985
LA,2020,Burglary,4070,4645318,0.0008761509976281495
LA,2021,Burglary,2203,4645318,0.00047424094539921704
LA,2017,Embezzlement,71,4645318,1.528420659253037e-05
LA,2018,Embezzlement,140,4645318,3.013787215428524e-05
LA,2019,Embezzlement,131,4645318,2.8200437515795475e-05
LA,2020,Embezzlement,83,4645318,1.786745277718339e-05
LA,2021,Embezzlement,67,4645318,1.4423124530979364e-05
LA,2017,Forgery and Counterfeiting,654,4645318,0.00014078691706358962
LA,2018,Forgery and Counterfeiting,769,4645318,0.00016554302633318106
LA,2019,Forgery and Counterfeiting,690,4645318,0.00014853665561754867
LA,2020,Forgery and Counterfeiting,427,4645318,9.192051007056998e-05
LA,2021,Forgery and Counterfeiting,197,4645318,4.240829153138709e-05
LA,2017,Fraud,1218,4645318,0.0002621994877422816
LA,2018,Fraud,1339,4645318,0.00028824722010419956
LA,2019,Fraud,1167,4645318,0.00025122069145750624
LA,2020,Fraud,997,4645318,0.00021462470384158846
LA,2021,Fraud,347,4645318,7.469886883954985e-05
LA,2017,Larceny - Theft,19940,4645318,0.004292494076831769
LA,2018,Larceny - Theft,25073,4645318,0.005397477632317098
LA,2019,Larceny - Theft,22860,4645318,0.004921083981764004
LA,2020,Larceny - Theft,17004,4645318,0.00366045984365333
LA,2021,Larceny - Theft,9348,4645318,0.002012348777844703
LA,2017,Vandalism,3073,4645318,0.000661526293786561
LA,2018,Vandalism,3536,4645318,0.00076119654241109
LA,2019,Vandalism,3398,4645318,0.0007314892112875803
LA,2020,Vandalism,3098,4645318,0.0006669080566712548
LA,2021,Vandalism,2299,4645318,0.0004949069148764411
LA,2017,"Stolen Property: Buying, Receiving, Possessing",2237,4645318,0.0004815601429224006
LA,2018,"Stolen Property: Buying, Receiving, Possessing",3132,4645318,0.0006742272541944384
LA,2019,"Stolen Property: Buying, Receiving, Possessing",2649,4645318,0.0005702515952621543
LA,2020,"Stolen Property: Buying, Receiving, Possessing",2406,4645318,0.0005179408600229306
LA,2021,"Stolen Property: Buying, Receiving, Possessing",1503,4645318,0.00032355158462779083
ME,2017,Motor Vehicle Theft,226,1350141,0.0001673899244597416
ME,2018,Motor Vehicle Theft,235,1350141,0.00017405589490282868
ME,2019,Motor Vehicle Theft,199,1350141,0.00014739201313048044
ME,2020,Motor Vehicle Theft,257,1350141,0.0001903504893192637
ME,2021,Motor Vehicle Theft,203,1350141,0.00015035466666074137
ME,2017,Arson,60,1350141,4.4439802953913706e-05
ME,2018,Arson,45,1350141,3.332985221543528e-05
ME,2019,Arson,46,1350141,3.40705155980005e-05
ME,2020,Arson,59,1350141,4.369913957134847e-05
ME,2021,Arson,57,1350141,4.2217812806218015e-05
ME,2017,Burglary,608,1350141,0.0004503233365996589
ME,2018,Burglary,562,1350141,0.00041625282100165835
ME,2019,Burglary,505,1350141,0.0003740350081954403
ME,2020,Burglary,454,1350141,0.0003362611756846137
ME,2021,Burglary,352,1350141,0.0002607135106629604
ME,2017,Embezzlement,41,1350141,3.0367198685174364e-05
ME,2018,Embezzlement,48,1350141,3.555184236313096e-05
ME,2019,Embezzlement,41,1350141,3.0367198685174364e-05
ME,2020,Embezzlement,20,1350141,1.4813267651304567e-05
ME,2021,Embezzlement,15,1350141,1.1109950738478426e-05
ME,2017,Forgery and Counterfeiting,198,1350141,0.00014665134974791523
ME,2018,Forgery and Counterfeiting,209,1350141,0.00015479864695613273
ME,2019,Forgery and Counterfeiting,146,1350141,0.00010813685385452334
ME,2020,Forgery and Counterfeiting,118,1350141,8.739827914269695e-05
ME,2021,Forgery and Counterfeiting,68,1350141,5.036511001443553e-05
ME,2017,Fraud,522,1350141,0.0003866262856990492
ME,2018,Fraud,482,1350141,0.00035699975039644007
ME,2019,Fraud,403,1350141,0.000298487343173787
ME,2020,Fraud,301,1350141,0.00022293967815213375
ME,2021,Fraud,222,1350141,0.0001644272709294807
ME,2017,Larceny - Theft,4685,1350141,0.003470007947318095
ME,2018,Larceny - Theft,4623,1350141,0.0034240868175990508
ME,2019,Larceny - Theft,4280,1350141,0.0031700392773791773
ME,2020,Larceny - Theft,3366,1350141,0.0024930729457145586
ME,2021,Larceny - Theft,3047,1350141,0.002256801326676251
ME,2017,Vandalism,1068,1350141,0.000791028492579664
ME,2018,Vandalism,1034,1350141,0.0007658459375724461
ME,2019,Vandalism,981,1350141,0.000726590778296489
ME,2020,Vandalism,961,1350141,0.0007117775106451845
ME,2021,Vandalism,948,1350141,0.0007021488866718365
ME,2017,"Stolen Property: Buying, Receiving, Possessing",93,1350141,6.888169457856623e-05
ME,2018,"Stolen Property: Buying, Receiving, Possessing",116,1350141,8.59169523775665e-05
ME,2019,"Stolen Property: Buying, Receiving, Possessing",99,1350141,7.332567487395761e-05
ME,2020,"Stolen Property: Buying, Receiving, Possessing",105,1350141,7.776965516934898e-05
ME,2021,"Stolen Property: Buying, Receiving, Possessing",100,1350141,7.406633825652284e-05
MD,2017,Motor Vehicle Theft,1807,6055802,0.0002983915260109231
MD,2018,Motor Vehicle Theft,2041,6055802,0.00033703215527852465
MD,2019,Motor Vehicle Theft,1948,6055802,0.0003216749821080676
MD,2020,Motor Vehicle Theft,297,6055802,4.904387560887889e-05
MD,2021,Motor Vehicle Theft,364,6055802,6.0107645527380186e-05
MD,2017,Arson,319,6055802,5.267675528361066e-05
MD,2018,Arson,310,6055802,5.119057723485675e-05
MD,2019,Arson,227,6055802,3.748471300745962e-05
MD,2020,Arson,9,6055802,1.4861780487539057e-06
MD,2021,Arson,31,6055802,5.119057723485675e-06
MD,2017,Burglary,4807,6055802,0.0007937842089288916
MD,2018,Burglary,3900,6055802,0.0006440104877933592
MD,2019,Burglary,3670,6055802,0.0006060303821029815
MD,2020,Burglary,403,6055802,6.654775040531379e-05
MD,2021,Burglary,605,6055802,9.990419105512366e-05
MD,2017,Embezzlement,140,6055802,2.3118325202838533e-05
MD,2018,Embezzlement,114,6055802,1.8824921950882806e-05
MD,2019,Embezzlement,120,6055802,1.9815707316718744e-05
MD,2020,Embezzlement,8,6055802,1.3210471544479162e-06
MD,2021,Embezzlement,52,6055802,8.586806503911456e-06
MD,2017,Forgery and Counterfeiting,513,6055802,8.471214877897263e-05
MD,2018,Forgery and Counterfeiting,462,6055802,7.629047316936716e-05
MD,2019,Forgery and Counterfeiting,399,6055802,6.588722682808983e-05
MD,2020,Forgery and Counterfeiting,40,6055802,6.605235772239581e-06
MD,2021,Forgery and Counterfeiting,55,6055802,9.082199186829423e-06
MD,2017,Fraud,1080,6055802,0.0001783413658504687
MD,2018,Fraud,926,6055802,0.0001529112081273463
MD,2019,Fraud,861,6055802,0.00014217769999745698
MD,2020,Fraud,87,6055802,1.4366387804621089e-05
MD,2021,Fraud,162,6055802,2.6751204877570304e-05
MD,2017,Larceny - Theft,17586,6055802,0.002903991907265132
MD,2018,Larceny - Theft,15715,6055802,0.0025950320040186254
MD,2019,Larceny - Theft,16185,6055802,0.0026726435243424407
MD,2020,Larceny - Theft,1793,6055802,0.00029607969349063925
MD,2021,Larceny - Theft,2247,6055802,0.0003710491195055585
MD,2017,Vandalism,2732,6055802,0.0004511376032439634
MD,2018,Vandalism,2579,6055802,0.000425872576415147
MD,2019,Vandalism,2774,6055802,0.00045807310080481494
MD,2020,Vandalism,344,6055802,5.68050276412604e-05
MD,2021,Vandalism,532,6055802,8.784963577078643e-05
MD,2017,"Stolen Property: Buying, Receiving, Possessing",161,6055802,2.6586073983264315e-05
MD,2018,"Stolen Property: Buying, Receiving, Possessing",341,6055802,5.630963495834243e-05
MD,2019,"Stolen Property: Buying, Receiving, Possessing",282,6055802,4.6566912194289045e-05
MD,2020,"Stolen Property: Buying, Receiving, Possessing",169,6055802,2.790712113771223e-05
MD,2021,"Stolen Property: Buying, Receiving, Possessing",131,6055802,2.163214715408463e-05
MA,2017,Motor Vehicle Theft,623,6893574,9.037402079095691e-05
MA,2018,Motor Vehicle Theft,544,6893574,7.891407272918228e-05
MA,2019,Motor Vehicle Theft,549,6893574,7.963938589764903e-05
MA,2020,Motor Vehicle Theft,500,6893574,7.253131684667489e-05
MA,2021,Motor Vehicle Theft,523,6893574,7.586775742162193e-05
MA,2017,Arson,89,6893574,1.291057439870813e-05
MA,2018,Arson,59,6893574,8.558695387907637e-06
MA,2019,Arson,66,6893574,9.574133823761085e-06
MA,2020,Arson,78,6893574,1.1314885428081283e-05
MA,2021,Arson,77,6893574,1.1169822794387933e-05
MA,2017,Burglary,2221,6893574,0.00032218410943292983
MA,2018,Burglary,1919,6893574,0.00027837519405753824
MA,2019,Burglary,1702,6893574,0.0002468966025460813
MA,2020,Burglary,1307,6893574,0.00018959686223720817
MA,2021,Burglary,1242,6893574,0.00018016779104714043
